"(EBET)

EthBet
(EBET)","0.231855
USD"
"(MAX)

MaxCoin
(MAX)","0.018811
USD"
"(ING)

Iungo
(ING)","0.314234
USD"
"(BTA)

Bata
(BTA)","0.375357
USD"
"(FLIXX)

Flixxo
(FLIXX)","0.169415
USD"
"(CJ)

Cryptojacks
(CJ)","0.002796
USD"
"(CPC)

Capricoin
(CPC)","0.570832
USD"
"(FRST)

FirstCoin
(FRST)","1.03
USD"
"(CAT)

BlockCAT
(CAT)","1.71
USD"
"(NYAN)

Nyancoin
(NYAN)","0.003521
USD"
"(OBITS)

OBITS
(OBITS)","0.797081
USD"
"(LCT)

LendConnect
(LCT)","0.860997
USD"
"(LGD)

Legends Room
(LGD)","0.930949
USD"
"(SPHR)

Sphere
(SPHR)","4.06
USD"
"(HEAT)

HEAT
(HEAT)","0.378476
USD"
"(Q2C)

QubitCoin
(Q2C)","0.004512
USD"
"(BRO)

Bitradio
(BRO)","0.300633
USD"
"(AMS)

AmsterdamCoin
(AMS)","0.022424
USD"
"(BON)

Bonpay
(BON)","1.07
USD"
"(SUR)

Suretly
(SUR)","8.18
USD"
"(GET)

GET Protocol
(GET)","1.15
USD"
"(CFT)

CryptoForecast
(CFT)","0.024344
USD"
"(ZENI)

Zennies
(ZENI)","0.001765
USD"
"(NET)

NetCoin
(NET)","0.002213
USD"
"(RKC)

Royal Kingdom Coin
(RKC)","0.447967
USD"
"(CURE)

Curecoin
(CURE)","0.503992
USD"
"(BYC)

Bytecent
(BYC)","0.847271
USD"
"(GAIA)

GAIA
(GAIA)","0.045666
USD"
"(AIT)

AICHAIN
(AIT)","0.061413
USD"
"(ZET)

Zetacoin
(ZET)","0.009952
USD"
"(DRXNE)

DROXNE
(DRXNE)","0.016377
USD"
"(FUCK)

FuckToken
(FUCK)","0.031998
USD"
"(PAK)

Pakcoin
(PAK)","0.021876
USD"
"(NIO)

Autonio
(NIO)","0.179877
USD"
"(MEC)

Megacoin
(MEC)","0.043767
USD"
"(IOP)

Internet of People
(IOP)","3.59
USD"
"(TRUMP)

TrumpCoin
(TRUMP)","0.167823
USD"
"(ELE)

Elementrem
(ELE)","0.061966
USD"
"(XLR)

Solaris
(XLR)","11.46
USD"
"(BRIT)

BritCoin
(BRIT)","0.051235
USD"
"(HODL)

HOdlcoin
(HODL)","0.009959
USD"
"(VIDZ)

PureVidz
(VIDZ)","0.008716
USD"
"(XST)

Stealthcoin
(XST)","0.416707
USD"
"(CCRB)

CryptoCarbon
(CCRB)","0.436455
USD"
"(CAG)

Change
(CAG)","0.310662
USD"
"(SRC)

SecureCoin
(SRC)","0.125430
USD"
"(ACE)

Ace
(ACE)","0.401924
USD"
"(EAC)

EarthCoin
(EAC)","0.000971
USD"
"(ARI)

Aricoin
(ARI)","0.006639
USD"
"(XPTX)

PlatinumBAR
(XPTX)","1.85
USD"
"(SXUT)

Spectre.ai Utility Token
(SXUT)","0.464331
USD"
"(FCN)

Fantomcoin
(FCN)","0.210241
USD"
"(DFS)

DFSCoin
(DFS)","0.062326
USD"
"(ABY)

ArtByte
(ABY)","0.014147
USD"
"(UTC)

UltraCoin
(UTC)","0.033307
USD"
"(PIRL)

Pirl
(PIRL)","1.06
USD"
"(FC2)

FuelCoin
(FC2)","0.010401
USD"
"(LANA)

LanaCoin
(LANA)","0.001735
USD"
"(BTCZ)

BitcoinZ
(BTCZ)","0.009453
USD"
"(OPC)

OP Coin
(OPC)","0.024774
USD"
"(RBT)

Rimbit
(RBT)","0.005202
USD"
"(DOVU)

Dovu
(DOVU)","0.172878
USD"
"(ATS)

Authorship
(ATS)","0.018813
USD"
"(BLC)

Blakecoin
(BLC)","0.067499
USD"
"(DRP)

DCORP
(DRP)","1.36
USD"
"(KLN)

Kolion
(KLN)","2.50
USD"
"(SEQ)

Sequence
(SEQ)","0.239011
USD"
"(BLZ)

BlazeCoin
(BLZ)","0.001660
USD"
"(JET)

Jetcoin
(JET)","0.220036
USD"
"(ARY)

Block Array
(ARY)","0.156719
USD"
"(XBL)

Billionaire Token
(XBL)","0.308857
USD"
"(GAT)

Gatcoin
(GAT)","0.020327
USD"
"(PIGGY)

Piggycoin
(PIGGY)","0.002989
USD"
"(NETKO)

Netko
(NETKO)","0.204111
USD"
"(TIPS)

FedoraCoin
(TIPS)","0.000024
USD"
"(MRJA)

GanjaCoin
(MRJA)","0.221085
USD"
"(TOA)

ToaCoin
(TOA)","0.008032
USD"
"(CTX)

CarTaxi Token
(CTX)","0.024051
USD"
"(DEM)

Deutsche eMark
(DEM)","0.028089
USD"
"(NVC)

Novacoin
(NVC)","5.30
USD"
"(ARG)

Argentum
(ARG)","0.108790
USD"
"(GUN)

Guncoin
(GUN)","0.007192
USD"
"(ERO)

Eroscoin
(ERO)","0.056516
USD"
"(OTX)

Octanox
(OTX)","0.114997
USD"
"(XPD)

PetroDollar
(XPD)","0.022719
USD"
"(XVC)

Vcash
(XVC)","0.682619
USD"
"(MNE)

Minereum
(MNE)","0.434128
USD"
"(RUPX)

Rupaya
(RUPX)","0.204804
USD"
"(AC)

AsiaCoin
(AC)","0.007856
USD"
"(XJO)

Joulecoin
(XJO)","0.026854
USD"
"(PIPL)

PiplCoin
(PIPL)","0.016702
USD"
"(USNBT)

NuBits
(USNBT)","0.992211
USD"
"(BUCKS)

SwagBucks
(BUCKS)","2.63
USD"
"(ERA)

ERA
(ERA)","0.004921
USD"
"(BWK)

Bulwark
(BWK)","3.53
USD"
"(SMC)

SmartCoin
(SMC)","0.058563
USD"
"(DOPE)

DopeCoin
(DOPE)","0.088562
USD"
"(OPAL)

Opal
(OPAL)","0.061731
USD"
"(KOBO)

Kobocoin
(KOBO)","0.056735
USD"
"(TIE)

TIES Network
(TIE)","0.259592
USD"
"(XPY)

PayCoin
(XPY)","0.078118
USD"
"(MEME)

Memetic / PepeCoin
(MEME)","0.471346
USD"
"(BBP)

BiblePay
(BBP)","0.003329
USD"
"(GCN)

GCN Coin
(GCN)","0.000067
USD"
"(TTC)

TittieCoin
(TTC)","0.001104
USD"
"(ENT)

Eternity
(ENT)","0.215774
USD"
"(CRX)

Chronos
(CRX)","0.012216
USD"
"(FLIK)

FLiK
(FLIK)","0.168591
USD"
"(HPC)

Happycoin
(HPC)","0.103871
USD"
"(MOJO)

MojoCoin
(MOJO)","0.074046
USD"
"(SPRTS)

Sprouts
(SPRTS)","0.000003
USD"
"(RLT)

RouletteToken
(RLT)","0.137778
USD"
"(CFD)

Confido
(CFD)","0.096965
USD"
"(INXT)

Internxt
(INXT)","15.65
USD"
"(DOT)

Dotcoin
(DOT)","0.034455
USD"
"(STN)

Steneum Coin
(STN)","0.626182
USD"
"(808)

808Coin
(808)","0.000219
USD"
"(RC)

RussiaCoin
(RC)","1.16
USD"
"(HERO)

Sovereign Hero
(HERO)","180.84
USD"
"(BTB)

BitBar
(BTB)","37.52
USD"
"(PIX)

Lampix
(PIX)","0.071395
USD"
"(ETG)

Ethereum Gold
(ETG)","0.111714
USD"
"(KURT)

Kurrent
(KURT)","0.013829
USD"
"(B2B)

B2BX
(B2B)","0.584507
USD"
"(LOG)

Woodcoin
(LOG)","0.165980
USD"
"(TKR)

CryptoInsight
(TKR)","0.065875
USD"
"(PLAY)

HEROcoin
(PLAY)","0.083132
USD"
"(DGC)

Digitalcoin
(DGC)","0.046955
USD"
"(PCOIN)

Pioneer Coin
(PCOIN)","0.376221
USD"
"(SSS)

Sharechain
(SSS)","0.004422
USD"
"(XHI)

HiCoin
(XHI)","0.004266
USD"
"(HAL)

Halcyon
(HAL)","0.228499
USD"
"(TRF)

Travelflex
(TRF)","0.125619
USD"
"(CUBE)

DigiCube
(CUBE)","0.000332
USD"
"(EL)

Elcoin
(EL)","0.112556
USD"
"(HYP)

HyperStake
(HYP)","0.008254
USD"
"(PXC)

Phoenixcoin
(PXC)","0.012393
USD"
"(VISIO)

Visio
(VISIO)","0.024585
USD"
"(ATMS)

Atmos
(ATMS)","0.092063
USD"
"(GRLC)

Garlicoin
(GRLC)","0.255168
USD"
"(TIT)

Titcoin
(TIT)","0.025059
USD"
"(XBC)

Bitcoin Plus
(XBC)","87.69
USD"
"(BTCRED)

Bitcoin Red
(BTCRED)","0.060100
USD"
"(IETH)

iEthereum
(IETH)","0.042988
USD"
"(REX)

REX
(REX)","1.06
USD"
"(HBC)

HomeBlockCoin
(HBC)","0.240397
USD"
"(GB)

GoldBlocks
(GB)","0.050949
USD"
"(XMCC)

Monoeci
(XMCC)","2.94
USD"
"(TROLL)

Trollcoin
(TROLL)","0.002104
USD"
"(GLT)

GlobalToken
(GLT)","0.027326
USD"
"(SUMO)

Sumokoin
(SUMO)","3.21
USD"
"(TGC)

Tigercoin
(TGC)","0.017262
USD"
"(RKC)

Royal Kingdom Coin
(RKC)","0.447967
USD"
"(APX)

APX
(APX)","12.75
USD"
"(DAXX)

DaxxCoin
(DAXX)","0.001438
USD"
"(SCORE)

Scorecoin
(SCORE)","0.028567
USD"
"(BUN)

BunnyCoin
(BUN)","0.000089
USD"
"(SLG)

Sterlingcoin
(SLG)","0.172046
USD"
"(EBCH)

eBitcoinCash
(EBCH)","0.127251
USD"
"(EVE)

Devery
(EVE)","0.140219
USD"
"(DDF)

DigitalDevelopersFund
(DDF)","0.140471
USD"
"(ERC20)

ERC20
(ERC20)","0.000848
USD"
"(ODN)

Obsidian
(ODN)","0.345062
USD"
"(NEWB)

Newbium
(NEWB)","0.012772
USD"
"(SCL)

Social
(SCL)","0.524032
USD"
"(XCXT)

CoinonatX
(XCXT)","0.038284
USD"
"(BXT)

BitTokens
(BXT)","2.01
USD"
"(1337)

Elite
(1337)","0.000342
USD"
"(MANNA)

Manna
(MANNA)","0.015800
USD"
"(SCT)

Soma
(SCT)","0.285042
USD"
"(GRIM)

Grimcoin
(GRIM)","0.017359
USD"
"(LTB)

LiteBar
(LTB)","0.785416
USD"
"(VSX)

Vsync
(VSX)","0.053667
USD"
"(MAX)

MaxCoin
(MAX)","0.018811
USD"
"(KUSH)

KushCoin
(KUSH)","0.121317
USD"
"(CJ)

Cryptojacks
(CJ)","0.002871
USD"
"(AIX)

Aigang
(AIX)","0.492488
USD"
"(POS)

PoSToken
(POS)","0.700543
USD"
"(ADB)

adbank
(ADB)","0.023253
USD"
"(CPC)

Capricoin
(CPC)","0.570832
USD"
"(TOKC)

TOKYO
(TOKC)","0.005761
USD"
"(NYAN)

Nyancoin
(NYAN)","0.003541
USD"
"(DFT)

DraftCoin
(DFT)","3.04
USD"
"(GAP)

Gapcoin
(GAP)","0.051564
USD"
"(Q2C)

QubitCoin
(Q2C)","0.004537
USD"
"(PBL)

Publica
(PBL)","0.485412
USD"
"(DSR)

Desire
(DSR)","0.626580
USD"
"(AMS)

AmsterdamCoin
(AMS)","0.022424
USD"
"(ERC)

EuropeCoin
(ERC)","0.858115
USD"
"(INFX)

Influxcoin
(INFX)","0.373993
USD"
"(TRUMP)

TrumpCoin
(TRUMP)","0.167823
USD"
"(GLD)

GoldCoin
(GLD)","0.209861
USD"
"(TEK)

TEKcoin
(TEK)","0.000440
USD"
"(CFT)

CryptoForecast
(CFT)","0.024344
USD"
"(QWARK)

Qwark
(QWARK)","0.168151
USD"
"(ACC)

AdCoin
(ACC)","0.107334
USD"
"(PTC)

Pesetacoin
(PTC)","0.064160
USD"
"(GAIA)

GAIA
(GAIA)","0.045921
USD"
"(ONX)

Onix
(ONX)","0.021698
USD"
"(HUSH)

Hush
(HUSH)","2.58
USD"
"(DRXNE)

DROXNE
(DRXNE)","0.016377
USD"
"(QBIC)

Qbic
(QBIC)","2.87
USD"
"(HAT)

Hawala.Today
(HAT)","5.65
USD"
"(PAK)

Pakcoin
(PAK)","0.021876
USD"
"(KAYI)

Kayicoin
(KAYI)","0.001982
USD"
"(UFO)

Uniform Fiscal Object
(UFO)","0.002322
USD"
"(BRIT)

BritCoin
(BRIT)","0.051235
USD"
"(LEA)

LeaCoin
(LEA)","0.001660
USD"
"(VRM)

VeriumReserve
(VRM)","5.45
USD"
"(VIDZ)

PureVidz
(VIDZ)","0.008716
USD"
"(BOLI)

Bolivarcoin
(BOLI)","0.060421
USD"
"(VTR)

vTorrent
(VTR)","0.752773
USD"
"(SRC)

SecureCoin
(SRC)","0.126127
USD"
"(SDRN)

Senderon
(SDRN)","0.012504
USD"
"(ZNY)

Bitzeny
(ZNY)","0.107392
USD"
"(XPTX)

PlatinumBAR
(XPTX)","1.85
USD"
"(MNM)

Mineum
(MNM)","0.054995
USD"
"(ADST)

AdShares
(ADST)","0.416836
USD"
"(CASH)

Cashcoin
(CASH)","0.011065
USD"
"(DFS)

DFSCoin
(DFS)","0.062668
USD"
"(SNRG)

Synergy
(SNRG)","2.33
USD"
"(FC2)

FuelCoin
(FC2)","0.010401
USD"
"(STV)

Sativacoin
(STV)","0.074083
USD"
"(BUZZ)

BuzzCoin
(BUZZ)","0.000443
USD"
"(RBT)

Rimbit
(RBT)","0.005202
USD"
"(WILD)

Wild Crypto
(WILD)","0.323882
USD"
"(CNO)

Coin(O)
(CNO)","0.004979
USD"
"(BLC)

Blakecoin
(BLC)","0.067499
USD"
"(BRX)

Breakout Stake
(BRX)","1.25
USD"
"(ZZC)

ZoZoCoin
(ZZC)","0.886885
USD"
"(BLZ)

BlazeCoin
(BLZ)","0.001660
USD"
"(CCT)

Crystal Clear
(CCT)","0.105243
USD"
"(XBL)

Billionaire Token
(XBL)","0.308857
USD"
"(RIC)

Riecoin
(RIC)","0.186782
USD"
"(BERN)

BERNcash
(BERN)","0.010229
USD"
"(WHL)

WhaleCoin
(WHL)","0.075577
USD"
"(NETKO)

Netko
(NETKO)","0.204111
USD"
"(BTDX)

Bitcloud
(BTDX)","0.409037
USD"
"(ETHD)

Ethereum Dark
(ETHD)","0.341381
USD"
"(MRJA)

GanjaCoin
(MRJA)","0.221085
USD"
"(PHS)

Philosopher Stones
(PHS)","0.084096
USD"
"(ATL)

ATLANT
(ATL)","0.586327
USD"
"(DEM)

Deutsche eMark
(DEM)","0.028089
USD"
"(BET)

DAO.Casino
(BET)","0.046113
USD"
"(MDC)

Madcoin
(MDC)","0.274060
USD"
"(OPT)

Opus
(OPT)","0.055327
USD"
"(ARG)

Argentum
(ARG)","0.108790
USD"
"(BIGUP)

BigUp
(BIGUP)","0.000231
USD"
"(BTG)

Bitgem
(BTG)","8.17
USD"
"(ZEIT)

Zeitcoin
(ZEIT)","0.000209
USD"
"(OTX)

Octanox
(OTX)","0.114997
USD"
"(KORE)

Kore
(KORE)","3.73
USD"
"(BCF)

Bitcoin Fast
(BCF)","0.083211
USD"
"(MNE)

Minereum
(MNE)","0.434128
USD"
"(TX)

TransferCoin
(TX)","1.18
USD"
"(BTPL)

Bitcoin Planet
(BTPL)","0.076351
USD"
"(XJO)

Joulecoin
(XJO)","0.026854
USD"
"(BTM)

Bitmark
(BTM)","0.897222
USD"
"(BUCKS)

SwagBucks
(BUCKS)","2.63
USD"
"(CHESS)

ChessCoin
(CHESS)","0.008813
USD"
"(DGPT)

DigiPulse
(DGPT)","5.20
USD"
"(STA)

Starta
(STA)","1.40
USD"
"(OPAL)

Opal
(OPAL)","0.061731
USD"
"(RED)

RedCoin
(RED)","0.006418
USD"
"(XPY)

PayCoin
(XPY)","0.078118
USD"
"(KLC)

KiloCoin
(KLC)","0.031742
USD"
"(CHAN)

ChanCoin
(CHAN)","0.069826
USD"
"(ENT)

Eternity
(ENT)","0.215774
USD"
"(TRCT)

Tracto
(TRCT)","0.415058
USD"
"(POST)

PostCoin
(POST)","0.029826
USD"
"(MOJO)

MojoCoin
(MOJO)","0.074046
USD"
"(ZRC)

ZrCoin
(ZRC)","1.88
USD"
"(XCT)

C-Bit
(XCT)","0.002988
USD"
"(CRX)

Chronos
(CRX)","0.012216
USD"
"(BDL)

Bitdeal
(BDL)","0.040839
USD"
"(CANN)

CannabisCoin
(CANN)","0.091792
USD"
"(CFD)

Confido
(CFD)","0.096965
USD"
"(SLT)

Smartlands
(SLT)","1.33
USD"
"(CRB)

Creditbit
(CRB)","0.422774
USD"
"(808)

808Coin
(808)","0.000219
USD"
"(TFL)

TrueFlip
(TFL)","1.10
USD"
"(HWC)

HollyWoodCoin
(HWC)","7.18
USD"
"(HERO)

Sovereign Hero
(HERO)","180.84
USD"
"(ADC)

AudioCoin
(ADC)","0.007895
USD"
"(2GIVE)

2GIVE
(2GIVE)","0.012713
USD"
"(KURT)

Kurrent
(KURT)","0.013829
USD"
"(PDC)

Project Decorum
(PDC)","0.131677
USD"
"(TKR)

CryptoInsight
(TKR)","0.065875
USD"
"(WISH)

MyWish
(WISH)","0.348920
USD"
"(PCOIN)

Pioneer Coin
(PCOIN)","0.376221
USD"
"(MCAP)

MCAP
(MCAP)","0.626721
USD"
"(SWING)

Swing
(SWING)","0.162733
USD"
"(XHI)

HiCoin
(XHI)","0.004266
USD"
"(BBT)

BitBoost
(BBT)","0.500816
USD"
"(CUBE)

DigiCube
(CUBE)","0.000332
USD"
"(KRB)

Karbo
(KRB)","1.21
USD"
"(DALC)

Dalecoin
(DALC)","1.02
USD"
"(PXC)

Phoenixcoin
(PXC)","0.012393
USD"
"(BRK)

Breakout
(BRK)","0.355570
USD"
"(GRLC)

Garlicoin
(GRLC)","0.255168
USD"
"(PXI)

Prime-XI
(PXI)","0.024557
USD"
"(VSL)

vSlice
(VSL)","0.191638
USD"
"(UNITS)

GameUnits
(UNITS)","0.124711
USD"
"(IETH)

iEthereum
(IETH)","0.042988
USD"
"(EXCL)

ExclusiveCoin
(EXCL)","1.44
USD"
"(SGR)

Sugar Exchange
(SGR)","0.132350
USD"
"(MONK)

Monkey Project
(MONK)","12.55
USD"
"(GB)

GoldBlocks
(GB)","0.050949
USD"
"(LCP)

Litecoin Plus
(LCP)","0.442723
USD"
"(ETT)

EncryptoTel [WAVES]
(ETT)","0.102700
USD"
"(GLT)

GlobalToken
(GLT)","0.027326
USD"
"(ICN)

iCoin
(ICN)","0.015602
USD"
"(MTNC)

Masternodecoin
(MTNC)","0.130460
USD"
"(TGC)

Tigercoin
(TGC)","0.017262
USD"
"(QCN)

QuazarCoin
(QCN)","0.055327
USD"
"(SEND)

Social Send
(SEND)","0.189768
USD"
"(DAXX)

DaxxCoin
(DAXX)","0.001438
USD"
"(SAGA)

SagaCoin
(SAGA)","1.96
USD"
"(BELA)

Bela
(BELA)","0.155877
USD"
"(SLG)

Sterlingcoin
(SLG)","0.172046
USD"
"(MCRN)

MACRON
(MCRN)","0.001076
USD"
"(CPAY)

Cryptopay
(CPAY)","0.094107
USD"
"(888)

OctoCoin
(888)","0.008076
USD"
"(DDF)

DigitalDevelopersFund
(DDF)","0.140471
USD"
"(ONG)

onG.social
(ONG)","0.449926
USD"
"(XCXT)

CoinonatX
(XCXT)","0.038284
USD"
"(CRED)

Verify
(CRED)","0.500541
USD"
"(SOON)

SoonCoin
(SOON)","0.033860
USD"
"(MANNA)

Manna
(MANNA)","0.015800
USD"
"(CCN)

CannaCoin
(CCN)","0.088633
USD"
"(ALT)

Altcoin
(ALT)","49.70
USD"
"(LTB)

LiteBar
(LTB)","0.785416
USD"
"(TAG)

TagCoin
(TAG)","0.066250
USD"
"(AMM)

MicroMoney
(AMM)","0.589094
USD"
"(TOKC)

TOKYO
(TOKC)","0.005761
USD"
"(ZCG)

Zlancer
(ZCG)","0.205372
USD"
"(UFR)

Upfiring
(UFR)","0.378987
USD"
"(KUSH)

KushCoin
(KUSH)","0.121317
USD"
"(PASL)

Pascal Lite
(PASL)","0.080887
USD"
"(TKS)

Tokes
(TKS)","3.85
USD"
"(POS)

PoSToken
(POS)","0.700543
USD"
"(GAP)

Gapcoin
(GAP)","0.051564
USD"
"(BPL)

Blockpool
(BPL)","0.261080
USD"
"(BSTY)

GlobalBoost-Y
(BSTY)","0.029327
USD"
"(POLIS)

Polis
(POLIS)","6.26
USD"
"(DSR)

Desire
(DSR)","0.626580
USD"
"(NUKO)

Nekonium
(NUKO)","0.043708
USD"
"(EMD)

Emerald Crypto
(EMD)","0.020913
USD"
"(NEWB)

Newbium
(NEWB)","0.012772
USD"
"(PRIX)

Privatix
(PRIX)","4.89
USD"
"(DIX)

Dix Asset
(DIX)","0.000004
USD"
"(INFX)

Influxcoin
(INFX)","0.373993
USD"
"(DNR)

Denarius
(DNR)","2.46
USD"
"(TEK)

TEKcoin
(TEK)","0.000440
USD"
"(INN)

Innova
(INN)","3.08
USD"
"(ACC)

AdCoin
(ACC)","0.107334
USD"
"(HNC)

Helleniccoin
(HNC)","0.005851
USD"
"(TZC)

TrezarCoin
(TZC)","0.064143
USD"
"(BLITZ)

Blitzcash
(BLITZ)","1.39
USD"
"(ONX)

Onix
(ONX)","0.021698
USD"
"(BIP)

BipCoin
(BIP)","0.232372
USD"
"(QBIC)

Qbic
(QBIC)","2.87
USD"
"(FYP)

FlypMe
(FYP)","0.320894
USD"
"(DUO)

ParallelCoin
(DUO)","1.19
USD"
"(KAYI)

Kayicoin
(KAYI)","0.001982
USD"
"(EOT)

EOT Token
(EOT)","0.017386
USD"
"(SWIFT)

Bitswift
(SWIFT)","1.44
USD"
"(LEA)

LeaCoin
(LEA)","0.001660
USD"
"(NEVA)

NevaCoin
(NEVA)","0.195575
USD"
"(GOOD)

Goodomy
(GOOD)","0.012131
USD"
"(BOLI)

Bolivarcoin
(BOLI)","0.060421
USD"
"(RBIES)

Rubies
(RBIES)","0.035081
USD"
"(XGOX)

XGOX
(XGOX)","0.003807
USD"
"(SDRN)

Senderon
(SDRN)","0.012504
USD"
"(EUC)

Eurocoin
(EUC)","0.029102
USD"
"(SXC)

Sexcoin
(SXC)","0.043326
USD"
"(CCT)

Crystal Clear
(CCT)","0.105243
USD"
"(LBTC)

LiteBitcoin
(LBTC)","0.012090
USD"
"(TRC)

Terracoin
(TRC)","0.240509
USD"
"(CASH)

Cashcoin
(CASH)","0.011065
USD"
"(ATOM)

Atomic Coin
(ATOM)","0.024526
USD"
"(QVT)

Qvolta
(QVT)","0.786823
USD"
"(STV)

Sativacoin
(STV)","0.074083
USD"
"(MAO)

Mao Zedong
(MAO)","0.054220
USD"
"(CNO)

Coin(O)
(CNO)","0.004979
USD"
"(FRD)

Farad
(FRD)","0.038729
USD"
"(ZZC)

ZoZoCoin
(ZZC)","0.886885
USD"
"(TRDT)

Trident Group
(TRDT)","0.399015
USD"
"(PYLNT)

Pylon Network
(PYLNT)","15.45
USD"
"(BERN)

BERNcash
(BERN)","0.010229
USD"
"(FNC)

FinCoin
(FNC)","0.025955
USD"
"(HUC)

HunterCoin
(HUC)","0.243658
USD"
"(MNM)

Mineum
(MNM)","0.054995
USD"
"(COAL)

BitCoal
(COAL)","0.074557
USD"
"(START)

Startcoin
(START)","0.114933
USD"
"(WHL)

WhaleCoin
(WHL)","0.075577
USD"
"(DIBC)

DIBCOIN
(DIBC)","0.066832
USD"
"(CL)

Coinlancer
(CL)","0.068603
USD"
"(CHAN)

ChanCoin
(CHAN)","0.069826
USD"
"(XIOS)

Xios
(XIOS)","0.149352
USD"
"(NEVA)

NevaCoin
(NEVA)","0.195575
USD"
"(ANC)

Anoncoin
(ANC)","2.38
USD"
"(BITGOLD)

bitGold
(BITGOLD)","1639.76
USD"
"(ETHD)

Ethereum Dark
(ETHD)","0.341381
USD"
"(RUP)

Rupee
(RUP)","0.215822
USD"
"(QTL)

Quatloo
(QTL)","0.040942
USD"
"(ZER)

Zero
(ZER)","1.75
USD"
"(PHS)

Philosopher Stones
(PHS)","0.084096
USD"
"(ASAFE2)

AllSafe
(ASAFE2)","0.037689
USD"
"(CREA)

Creativecoin
(CREA)","0.360022
USD"
"(MDC)

Madcoin
(MDC)","0.274060
USD"
"(MST)

MustangCoin
(MST)","0.489327
USD"
"(BIGUP)

BigUp
(BIGUP)","0.000231
USD"
"(HOLD)

Interstellar Holdings
(HOLD)","0.034857
USD"
"(IMX)

Impact
(IMX)","0.002766
USD"
"(BTG)

Bitgem
(BTG)","8.17
USD"
"(TAJ)

TajCoin
(TAJ)","0.036437
USD"
"(PUT)

PutinCoin
(PUT)","0.013796
USD"
"(BCF)

Bitcoin Fast
(BCF)","0.083211
USD"
"(TRUST)

TrustPlus
(TRUST)","0.150820
USD"
"(BLN)

Bolenum
(BLN)","0.030204
USD"
"(RAIN)

Condensate
(RAIN)","0.034662
USD"
"(ROOFS)

Roofs
(ROOFS)","0.002324
USD"
"(BTPL)

Bitcoin Planet
(BTPL)","0.076351
USD"
"(CHC)

ChainCoin
(CHC)","0.326537
USD"
"(CHESS)

ChessCoin
(CHESS)","0.008813
USD"
"(EGC)

EverGreenCoin
(EGC)","0.361336
USD"
"(BRIA)

BriaCoin
(BRIA)","0.429000
USD"
"(RED)

RedCoin
(RED)","0.006418
USD"
"(PBT)

Primalbase Token
(PBT)","4632.04
USD"
"(HONEY)

Honey
(HONEY)","0.694078
USD"
"(POST)

PostCoin
(POST)","0.029826
USD"
"(SPR)

SpreadCoin
(SPR)","0.477730
USD"
"(MAG)

Magnet
(MAG)","0.289332
USD"
"(XCT)

C-Bit
(XCT)","0.002988
USD"
"(SHDW)

Shadow Token
(SHDW)","0.042451
USD"
"(CMPCO)

CampusCoin
(CMPCO)","0.013160
USD"
"(SWING)

Swing
(SWING)","0.162733
USD"
"(YTN)

YENTEN
(YTN)","0.078564
USD"
"(MXT)

MarteXcoin
(MXT)","1.57
USD"
"(DALC)

Dalecoin
(DALC)","1.02
USD"
"(STARS)

StarCash Network
(STARS)","0.331959
USD"
"(NOTE)

DNotes
(NOTE)","0.033777
USD"
"(PXI)

Prime-XI
(PXI)","0.024557
USD"
"(ICON)

Iconic
(ICON)","0.486975
USD"
"(SGR)

Sugar Exchange
(SGR)","0.132350
USD"
"(IND)

Indorse Token
(IND)","0.094715
USD"
"(DRS)

Digital Rupees
(DRS)","0.000553
USD"
"(LCP)

Litecoin Plus
(LCP)","0.442723
USD"
"(PROC)

ProCurrency
(PROC)","0.045490
USD"
"(REE)

ReeCoin
(REE)","0.000110
USD"
"(ICN)

iCoin
(ICN)","0.015602
USD"
"(MAGE)

MagicCoin
(MAGE)","0.594760
USD"
"(SAGA)

SagaCoin
(SAGA)","1.96
USD"
"(XBTS)

Beatcoin
(XBTS)","0.184835
USD"
"(EBST)

eBoost
(EBST)","0.358295
USD"
"(UNITS)

GameUnits
(UNITS)","0.124711
USD"
"(ICOB)

ICOBID
(ICOB)","0.002548
USD"
"(IXC)

Ixcoin
(IXC)","0.201645
USD"
"(RPC)

RonPaulCoin
(RPC)","0.288230
USD"
"(MCRN)

MACRON
(MCRN)","0.001076
USD"
"(PURE)

Pure
(PURE)","1.26
USD"
"(ERY)

Eryllium
(ERY)","0.046788
USD"
"(888)

OctoCoin
(888)","0.008076
USD"
"(CRC)

CrowdCoin
(CRC)","3.57
USD"
"(EVO)

Evotion
(EVO)","0.076391
USD"
"(BLU)

BlueCoin
(BLU)","0.007243
USD"
"(SOON)

SoonCoin
(SOON)","0.033860
USD"
"(CCN)

CannaCoin
(CCN)","0.088633
USD"
"(EAGLE)

EagleCoin
(EAGLE)","0.119614
USD"
"(QRK)

Quark
(QRK)","0.016218
USD"
"(TAG)

TagCoin
(TAG)","0.066250
USD"
"(GTC)

Global Tour Coin
(GTC)","0.008299
USD"
"(ITNS)

IntenseCoin
(ITNS)","0.011028
USD"
"(ZCG)

Zlancer
(ZCG)","0.205372
USD"
"(CPN)

CompuCoin
(CPN)","0.012504
USD"
"(ELTCOIN)

ELTCOIN
(ELTCOIN)","0.044745
USD"
"(PASL)

Pascal Lite
(PASL)","0.080887
USD"
"(SMLY)

SmileyCoin
(SMLY)","0.000154
USD"
"(ALTCOM)

SONO
(ALTCOM)","1.17
USD"
"(BSTY)

GlobalBoost-Y
(BSTY)","0.029327
USD"
